"id";"title";"description";"created_at";"cached_votes_total";"cached_votes_up";"cached_votes_down";"comments_count";"hot_score";"confidence_score"
"130";"Participacionismo frente al acto de gobernar";"<p>Esta web de debates me hace pensar que el actual gobierno municipal llegó al poder sin propuestas concretas y las pretende suplir con lo que piden algunos ciudadanos que nos metemos en estos portales.</p>

<p>Por otro lado parece que los antiguos gestories del ayuntamiento lo han hecho muy bien porque los nuevos no encuentran muchos problemas importantes para solucionar y están esperando a que ""la calle"" les haga ver en qué asuntos se tienen que poner manos a la obra.</p>

<p>Madrid no está tan mal después de todo. </p>
";"07/09/2015 14";"77";"15";"62";"12";"842479462";"-915"
"131";"Prolongar el Carril Bici de General Ricardos hasta Madrid Rio";"<p>El carril Bici que va desde la Avenida de los Poblados por General Ricardos se interrumpe al llegar a la Plaza de Oporto, me gustaria proponeros que este carril bici continuara hasta Madrid Rio, de esta forma: </p>

<ul>
	<li>Tendríamos un carril bici que discurre por una de las arterias más importantes de Carabanchel, uniendo  Carabanchel Alto y Bajo con el centro de la ciudad </li>
	<li>Al unirlo con con Madrid Rio, posibilitamos que este actúe como una M-30 Ciclista y permita enlazar con el resto de avenidas que tienen carril bici, hacia el centro de Madrid o hacia los distintos barrios</li>
	<li>Permite que las personas de Carabanchel que quieran ir a Madrid Rio a disfrutar de la bici, puedan acceder mediante un carril bici seguro y continuo</li>
</ul>

<p>Muchas gracias por vuestra atención </p>
";"07/09/2015 14";"182";"151";"31";"10";"863453790";"9956"
"132";"Humanizar el tiempo de los semáforos";"<p>Madrid sigue siendo una ciudad diseñada por y para el coche, y esto se hace más evidente sin cabe en las intersecciones reguladas por semáforos. Vemos una y otra vez en diferentes calles de Madrid como los coches disponen de ciclos semafóricos privilegiados, mientras decenas de peatones nos acumulamos en los pasos y debemos esperar a veces más de dos minutos a que el semáforo se nos encienda para cruzar.Además ese tiempo a veces es tan corto que personas con movilidad reducidas o ancianos terminen de cruzar cuando el semáforo ya está en rojo. Propongo una revisión al alza del tiempo de cruce para peatones en todas las calles, o cuanto menos una revisión exhaustiva de los casos más significativos. También habría que plantearse que en los cruces menos transitados se pase a un sistema de semáforo en ámbar intermitente para los coches que permita cruzar a los peatones en cualquier momento.</p>
";"07/09/2015 14";"269";"223";"46";"15";"864844976";"14673"
"133";"Accesibilidad viviendas en Madrid";"<p>En Madrid aun hay barrios con edificios muy antigüos en los cuales no hay accesibilidad para personas con movilidad reducida, personas mayores, personas con niños que necesitan carros, etc... sigue habiendo ""quintos sin ascensor"", escaleras en los portales sin sistemas de elevación Cuando pasan la I.T.E aun no se obliga a instalarlos, aun a sabiendas que hay una ley que lo dicta.</p>

<p>Se cayeron todas las ayudas que habia en este sentido.</p>

<p>Pienso que es un derecho fundamental que las personas en general puedan tener una calidad de vida acorde a los tiempos en los que estamos.  </p>
";"07/09/2015 14";"62";"54";"8";"3";"860661971";"4006"
"134";"EDUCACIÓN EN LA NUEVA ERA DE LA INFORMACIÓN, Inteligencia Emocional";"<p>Hoy más que nunca necesitamos entender que estamos en una nueva era, ya se acabó la era industrial, hoy vivimos en la nueva era de la Información  (o tambien se está empezando a conocer como la era de la Influencia, del ""like"") hoy el conocimiento de manejo de las emociones, liderazgo pro-activo, propositivo, el desarrollo del las habilidades en PNL para una comunicación asertiva... hoy es necesario entender todos estos términos y saber como abordarlos y cómo poderlos enseñar en:</p>

<ol>
	<li>Colegios</li>
	<li>Universidades</li>
	<li>Profesorado</li>
	<li>Puestos directivos (ya no existen los Jefes ahora son los Líderes los que ocupan el escenario productivo)</li>
	<li>Funcionarios en General</li>
</ol>

<p>En Madrid, (y en España en General) está muy rezagado en el dominio de todas estas habilidades que son fundamentales para el desarrollo de la persona, si el Ayuntamiento cede un espacio, un aula yo me ofrezco sin coste a dar cursos sobre el tema. Saludos.</p>
";"07/09/2015 14";"48";"29";"19";"0";"852154509";"604"
"135";"Baños portatiles en zonas de copas";"<p>Algo tan sencillo como baños portatiles de los que la gente hace sus necesidades de pie (como en los festivales de musica), como tienen en Amsterdam o Donosti, permitiria a la gente aliviar sus necesidades sin molestar a los vecinos, que me consta sufren en silencio el asco de despertarse con un intenso y penetrante olor a pis.</p>
";"07/09/2015 14";"463";"339";"124";"21";"863310414";"15741"
"136";"Policia de barrio";"<p>¿Por qué no volver a las patrullas de agentes de a pie por los barris?</p>
";"07/09/2015 14";"98";"84";"14";"2";"861979358";"6000"
"137";"Recuperar la noche madrileña";"<p>Desde hace mucho tiempo no se ha hecho más que atentar con la noche madrileña, haciendo de Madrid una ciudad cada vez más gris y atentando contra un sector economico y cultural.</p>

<p>Permitamos horarios más laxos y terminemos con la cultura de multar para recaudar.</p>

<p>No tiene sentido las multas a los bares por lo que hacen los usuarios en las calles, ni tampoco que se criminalice a los establecimientos por superar límites de aforo complementamente absurdos.</p>
";"07/09/2015 14";"162";"115";"47";"10";"859310784";"4827"
"138";"Sensores de aparcamiento en zona centro para reducir contaminación";"<p>Sería fantástico plantearse un sistema de sensores de parking conectada con una aplicación como en los centros comerciales para saber las plazas de aparcamiento libres en las zonas más contaminadas. Sería maravilloso aparcar en menos de 10 minutos en el centro y no tardar 1 hora de reloj (siendo residente). Por otra parte creo que se debería hacer el SER urgentemente en las zonas de centro, incluyendo la latina pero urgentemente en universidad y moncloa. <strong>NO SABEMOS LO QUE RESPIRAMOS!</strong></p>
";"07/09/2015 14";"48";"33";"15";"3";"854915980";"1237"
"139";"Tarjeta monedero para Metro, EMT, Renfe etc ...";"<p>Es algo que ya se hace en otras ciudades de Europa y del mundo y es que utilizando la tecnología NFC o la ya presente en los abonos mensuales, se creasen unas tarjeta monedero en las cuales, los usuarios pudieran meter una cantidad de dinero y cada vez que cogiesen el metro, bus, renfe,... se descontará el precio del viaje. Esto permitiría dejar atrás los billetes de papel, con el consiguiente beneficio ecológico, y las molestias que estos causan (desmagnetización, roturas, perdidas por su reducido tamaño,...). Y al final, si se quiere recuperar el dinero de la tarjeta, bastaría con acercarse a un puesto donde actualmente se puedan adquirir los billetes para recuperar el dinero restante en la tarjeta. Este último aspecto, haría a la ciudad más amigable para el turista que no tendría que volverse con viajes sin usar. También con este sistema, se podrian plantear otras posibilidades como pago con tarjeta de crédito/débito, pago con teléfono movil con tecnología NFC,... </p>

<p>Espero que mi propuesta os parezca interesante y viable. Por un sistema de transportes más moderno, ecológico y eficaz.</p>
";"07/09/2015 14";"542";"513";"29";"13";"871582244";"45810"
"140";"VIVIENDAS DE ALQUILER PARA JÓVENES ";"<p> </p>

<p>Soy de esa generación que dicen ""millenials"", yo le llamaría mejor ""damnificados"".</p>

<p>Hemos nacido después de los 80 y dicen las revistas de moda que nos encanta alquilar, compartir coche y comprar cosas de segunda mano. Yo me río, no es que nos guste, es que nos obligan. Cada día lo veo en las calles, en el trabajo..veo como las generaciones de antes de los 80 pueden tener una casa digna, coche o coches, hijos, vacaciones etc.. todos estos elementos son considerados de lujo o casi inalcanzables, para nosotros los del 83...pero creo que a nivel Ayuntamiento se puede empezar por ayudarnos a volver a creer en nuestra generación y con lo más importante el pilar de cualquier familia, una casa digna!</p>

<p>Basta de estar supeditados a caseros, que como propietarios de varias viviendas nos subyugan a sus peticiones, varios meses de aval, consideran el aire acondicionado un lujo y ni se les pasa por la cabeza vaciar ese trastero que pertenece a su casa lleno de todas sus pertenencias que consideran su tesoro.</p>

<p>Nuestro tesoro es nuestro presente y nos lo están arrebatando.</p>

<p>Sería muy interesante disponer de un listado de todas las casas disponibles por el Ayuntamiento de Madrid pensados para alquiler o para compra (asequible). La manera de gestionarlo sería mediante peticiones, estudios de caso y asignación de la manera más transparente y sencilla posible. Una app, tal vez?</p>

<p>Muchas gracias</p>
";"07/09/2015 14";"120";"96";"24";"14";"861232163";"5760"
"141";"Carnet de civismo canino";"<p>¿Por qué no puedo ir con mi perro en el metro si molesta menos que un niño que grita o un pesado con la música alta? Creo que debería haber un carnet (al estilo del de coche, con puntos) que enseñándolo en taquilla de metro y en otros lugares, nos permitiese a los dueños de perros poder viajar económicamente.</p>
";"07/09/2015 14";"221";"157";"64";"44";"860651409";"6606"
"142";"Accesos al Parque Rodriguez Sahagún (Tetuán) e información sobre plazos de obras";"<p>Los vecinos de Tetuán tenemos cada vez más difícil el acceso a nuestro parque (Huerta del Obispo, llamado hoy Parque de Rodríguez Sahagún). Desde casi Villaamil hasta casi capitán Blanco Argibay, las máquinas y obras impiden el paso. Uno de los accesos (el que da servicio a la zona a la derecha de Marqués de Viana, por entendernos) es una escalera muy estrecha en estado penoso y rodeada de basura. Por ahí hemos de bajar con las bicis (izadas al peso) y los niños. De noche con poca luz. Han puesto unas barandillas bastante chapuzas, pero ni siquera han limpiado la basura acumulada (incluyendo vidrios rotos). Además, no tenemos información sobre el transcurso de las obras. Se supone que la empresa tiene 18 meses para terminar, pero el ¿qué ha de terminar en 18 meses? ¿Pueden tenernos el barrio así los 16 meses que todavía quedan para ese plazo?</p>

<p> </p>
";"07/09/2015 14";"22";"20";"2";"5";"857842561";"1636"
"143";"Más jardineros en Madrid";"<p>Incrementar el empleo en Madrid en sectores como la jardinería, que cuiden del medioambiente, que vigilen la salud de nuestros árboles, que se encarguen de los parques y jardines,...</p>
";"07/09/2015 14";"376";"342";"34";"7";"868844444";"28014"
"144";"Obras municipales en los barrios: información a los vecinos";"<p>Propongo que toda obra municipal en los barrios que dure a partir de 2 semanas ofrezca necesariamente unos datos de identificación suficientes para información de los vecinos. Con unos carteles adecuados, se debe informar, como mínimo: de qué tipo de obra se trata, empresa contratista, presupuesto asignado, fecha de comienzo, fecha de terminación, y si es posible foto-maqueta de la obra terminada como aparezca en el proyecto. En mi barrio Fuente del Berro, la parte popular del distrito de Salamanca llevamos más de 4 meses (la cosa viene del ayuntamiento de Ana Botella) sufriendo polvo, ruidos de maquinaria, invasión de los pocos aparcamientos disponibles, tala de árboles y un montón de inconvenientes por una obra de ajardinamiento (calle Ramón de Aguinaga esquina a Rufino Blanco) sin identificación alguna y que no sabemos cuánto más durará Por otro lado, sustituir lo que era un jardín urbano con árboles por un parque temático con pistas delimitadas, me parece de mal gusto, pero en fin, ¡al menos que lo acaben!</p>
";"07/09/2015 14";"129";"123";"6";"1";"865930241";"11155"
"145";"Habilitar zonas valladas en parques y zonas verdes para perros";"<p>Los perros necesitan correr y desfogar. Hay muchos parques en los que se podría poner una valla para que lo hagan, sobre todo perros potencialmente peligrosos que hay muchos o con necesidades especiales que puedan correr sin molestar a nadie y sin ser molestados...</p>
";"07/09/2015 14";"272";"228";"44";"32";"865408752";"15423"
"146";"nombramiento a familiares";"<p>Soy un admirador de la gestión que están llevando en el ayuntamiento y de los cambios que están aportando. Por eso me pregunto ¿porque se ha nombrado coordinador del Ayto. al marido de la sobrina de Carmena y se ha ascendido a Luis Maestre, padre de la portavoz.</p>

<p>No tengo alguna duda sobre sus capacidades profesionales pero opino que es un error reproducir el comportamiento de otros partidos a los que hemos criticado igualmente cuando decían que el nombramiento era legal y además era al mejor profesional.</p>

<p>En fin, lo que más me preocupa es favorecer la idea de que todos los partidos son iguales, seguramente hay otros profesionales igualmente cualificados y deberíamos cuidar las formas. La coalición del ayuntamiento está inician do fuinalmente una gestión honesta y coherente, pero tiene que encantar a los que aún no la estiman.</p>
";"07/09/2015 14";"113";"75";"38";"19";"857083338";"2455"
"147";"Rehabilitación Palacio de la Duquesa de Sueca";"<p>Desde que hace varios lustros dicho edificio fuese expropiado por el entonces alcalde, Alberto Ruiz Gallardón, la razón por la que se llevó a cabo, que no era otra sino construir apartamentos para jóvenes, con proyecto de Álvaro Siza, no se vió llevada a la práctica. Un posible ulterior uso, para alojar la sede de Servicios Sociales, entonces gestionado por la Sra. Botella, tampoco se hizo realidad.</p>

<p>A día de hoy es un edificio que con sus más de 6.000m2 de superficie está abandonado a su suerte, en pleno centro de la ciudad, y que seguro que reduciría millones de euros si su rehabilitación y uso por parte del Consistorio se llevase a buen término y no se siguiesen detrayendo millones de euros anuales en alquiler de edificios. Amén de ello, la imagen y deterioro palpables dejan mucho que desear para la buena imagen que se desearía ofrecer a cuanto visitante foráneo se acerca por dicha zona, transitada por miles durante los días de Rastro.</p>
";"07/09/2015 14";"40";"31";"9";"2";"856723780";"1705"
"148";"Metro de madrid 24 H";"<p>Metro de Madrid abierto las 24 horas.</p>

<p>La reducción de los autobuses nocturnos y su asiduidad, empuja a los usuarios a utilizar transportes económicamente inaccesibles por sus altos precios, obligándonos en ocasiones a rechazar ofertas de empleo fuera del horario, vivir en zonas del centro cercanas al lugar de trabajo (más caras) y hasta a comprar billetes de vuelo más caros -e incluso dormir en el aeropuerto- cuando los vuelos (más baratos) salen a primera hora del día.</p>

<p>Abrir el metro 24 horas crearía puestos de trabajo y facilitaría a los usuarios a realizar actividades en horarios actualmente prohibidos.</p>

<p> </p>
";"07/09/2015 14";"508";"396";"112";"16";"865445670";"22138"
"149";"Metro por las noches (Fines de semana)";"<p>Este es un debate que ya ha surgido hace tiempo y es la posibilidad de abrir el metro los fines de semana por la noche. No sería necesaria una frecuencia demasiado elevada, pero tampoco superior a los 20 minutos porque en el momento que hubiera que hacer un transbordo echaría para atrás a mucha gente. Con el anterior equipo de gobierno no cuajo mucho la cosa, a ver si con el actual hay más suerte. También sería interesante, si alguién sabe un poco más del tema, saber los contras que esto tendría, ya que creo que actualmente, no existe ningún metro en el mundo que este abierto por la noche, por lo que no creo que sea tarea fácil. </p>
";"07/09/2015 15";"2819";"2458";"361";"88";"875278393";"182845"
"150";"Carril Bici por todo Madrid";"<p>Es un peligro tener a las bicicletas circulando junto a los coches en una ciudad como Madrid. Por favor, que se fomente el carril bici. Habrá muchas más gente usando la bicicleta y sin peligro. Favoreceremos la seguridad, el deporte, la movilidad y la reducción de contaminación.</p>
";"07/09/2015 15";"1198";"1018";"180";"39";"871179334";"71209"
"151";"RECUPERAR LOS CENTROS SOCIALES DESALOJADOS DÁNDOLES CABIDA EN EDIFICIOS PÚBLICOS";"<p>Sin entrar en catalogar centros sociales o okupas, es de todos conocido el servicio que han prestado muchos ciudadanos y asociaciones a través de estas plataformas, centros de debate, de acogida y de ayuda de todo tipo a nivel de barrio. Claramente conocemos algunos que han sido desmantelados totalmente y de mala manera cuando hacian un servicio que deberían hacer otros de manera regulada y con mas herramientas y facilidades, además de la oferta cultural que promovían. sería un buen gesto del ayuntamiento darles un lugar para seguir ofreciendo su cometido (clases de música, danza, idiomas, asesoramientos jurídicos y mesas de debate...la cultura al alcance de todos). incluso con ayuda económica para garantizar ciertas necesidades y condiciones de seguridad por ser espacios abiertos al público.</p>
";"07/09/2015 15";"98";"61";"37";"1";"854907978";"1493"
"152";"Casa de Campo - Carretera de Extremadura A-5";"<p>Lo primero de todo, daros las gracias por abrir este espacio de debate.</p>

<p>  Quiero manifestar los problemas que la Carretera de Extremadura A-5 produce en el barrio El Batán. Urge tomar medidas con respecto a la Carretera de Extremadura A-5. Es un horror urbanístico, ésta divide al barrio en dos además de provocar ruido, contaminación y peligro para los vecinos desde el año 1968.</p>

<p>  La obra de soterramiento de la carretera se quedo únicamente en la Avda. Portugal no avanzando hasta Campamento,  dejando separado por una autopista el mayor pulmón de Madrid La Casa de Campo. Desde el inicio el Paseo de Extremadura fue un paseo como pueden ver en fotos antiguas (http://www.madrid.org/cartografia/visorCartografia/html/visor.htm - fotos aereas de 1961-67); la autopista actual es un horror para todos los vecinos.</p>

<p>  Ciudadanos amantes del campo, niños, ancianos, personas con discapacidad, amantes del deporte, sufren problemas para poder llegar y disfrutar de la Casa de Campo, ir a comprar (muchos comercios están pegados a la carretera) o ir a alguna de las paradas de Metro (Batán / Casa de Campo). Cabe mencionar todos los colegios de la zona.. la aventura de llegar hasta ellos a pie o en coche. Hay que cruzar por pasos subterraneos que huelen mal, con excrementos de perro, e incluso andar al lado de la autopista con riesgos para cualquier viandante. http://avcasadecampobatan.blogspot.com.es/p/p-extremadura.html</p>

<p>  Por otro lado, la rotonda de la parada de metro Casa de Campo aglutina un tráfico enorme dados los malos accesos de entrada/salida que tiene la autopista con el barrio de Aluche / Batán. Señalar además la cercanía con el colegio Lourdes y los peligros que implica para los padres y niños cruzar esta rotonda para llevarlos al parque de juegos de la casa de campo o volver en metro.  </p>

<p>  La Casa de Campo y el barrio necesita un plan de dinamización para que todos los vecinos puedan acceder y disfrutar de <em>""la mejor zona verde de Madrid""</em>. </p>

<p> </p>
";"07/09/2015 15";"86";"78";"8";"37";"863553719";"6348"
"153";"Poder prestar una plaza de aparcamiento permanentemente en una APR";"<p>Mi padre, tiene una plaza de aparcamiento en propiedad en el Barrio de Las Letras, dentro del APR (Área de Prioridad Residencial) pero no tiene vivienda, así que no puedo empadronarme y con el cambio de normativa municipal, me quedo sin acceso permanente al APR de las letras y por consiguiente a dicha propiedad a partir del 1 de Agosto del año en curso, con mi vehículo porque el Ayuntamiento de Madrid no contempla que mi padre pueda prestar la plaza de aparcamiento a un familiar o amigo, incluso que haga uso para sí mismo de un vehículo que no sea el suyo porque no lo quiera utilizar o no tuviera. Actualmente yo necesito esa plaza de aparcamiento porque voy a trabajar muy cerca y además mi padre muchas veces usa mi vehículo, por lo que es irónico y choca completamente con la libertad de uso y acceso a la propiedad, que te pidan ser titular del vehículo y de la plaza de aparcamiento al mismo tiempo, puesto que hay gente que tiene varias plazas de garaje y las presta a varios usuarios, como pueda ser un amigo, al conserje de una finca de la zona, a un trabajador que tenga en su vivienda, etc. y no busca un fin lucrativo como pueda ser el alquiler, por lo que me parece un acto meramente lucrativo por parte de la administración, que me tenga que hacer un contrato de alquiler mi padre a mí, con el consiguiente pago a hacienda que ello supone, para poder hacer uso de una propiedad que está al corriente del pago de impuestos como el IBI o la Tasa de Basuras. Pido que se transmita este mensaje que se contemple, poder prestar tanto temporalmente como ceder una plaza de aparcamiento permanentemente o anualmente por ejemplo, como estaba hasta el año pasado dentro de las APR, hay muchas personas que estamos en este caso o similares. </p>
";"07/09/2015 15";"53";"35";"18";"6";"854700439";"1122"
"154";"FUERA LOS CAMPOS DE TIERRA EN MADRID";"<p>Hay que  termianar con la imagen de campos de tierra en nuestra ciiudad, campos que cuesta un dinero el mantemiento, pintar los campos todas las jornadas allanamiento, y con la implantacion del cesped artificial, nos ahorrariamos dicho mantenimientos, evitariamos suspension de partidos por las lluvias, y el peligro de lesiones que tienen los campos de tierra,</p>

<p>Hay que fomentar el deporte empezando desde las bases, y el cesped de hierba artificial, ademas de animar a los jovenes a participar, conseguiriamos una modernizacion de nuestras instalaciones</p>
";"07/09/2015 15";"53";"21";"32";"5";"842215880";"-435"
"155";"Línea 31 de la EMT... Un desastre.";"<p>La línea del 31 de la EMT pasa por dos ambulatorios y al haber cada día menos servicio de autobuses, los ancianos van hacinados y en condiciones inhumanas. ¡¡Por favor pongan un poco más de servicio en esa línea!!</p>
";"07/09/2015 15";"22";"17";"5";"0";"854632785";"927"
"156";"Colonias felinas";"<p>Hay muchísimos gatos en Madrid que por desgracia no tienen familia o han sido abandonados... En vez de llenar perreras y matar, podríamos hacer una campaña de esterilización control y alimentación de estas colonias... Fomentemos la empatía y el desprecio al maltrato animal, hagamos de Madrid una ciudad amiga de los animales.</p>
";"07/09/2015 15";"172";"137";"35";"35";"862706513";"8124"
"157";"Bono gratis para tod@s los parados para poder mover en busca de trabajo";"<p>Hola,buenos dias a tod@s quiero pedir en nombre de todos los parados minimo bono transporte gratis para tod@s los parados para poder mover en busca de trabajo lo primero que los gobiernos deberiam hacer es pensar en como ayudar a los parados sin ningun ingresos esto es lo PRIMORDIAL por favor despues de 8 años de crisis salvemos parados sin ingresos.saludos.</p>
";"07/09/2015 15";"248";"190";"58";"13";"862697616";"10112"
"158";"Estacionamiento en centros hospitalarioss";"<p>Solución al problema de aparcamiento alrededor de los hospitales. El mejor ejemplo ""el clinico"" imposble encontar sitio para dejar el coche.</p>
";"07/09/2015 15";"98";"84";"14";"2";"862183623";"6000"
"159";"POSIBILIDAD DE CIRCULAR EN BICI POR LA ACERA";"<p>Somos muchos los madrileños que queremos ir en bicicleta al trabajo. Esto es algo que disminuye la contaminación, aunque la verdad es que Madrid no es una ciudad preparada para circular en bici. Son muchas las ciudades españolas que tienen kilómetros de carril bici, mientars que en Madrid la única posibilidad de circular sin jugarse la vida es por SOL y SERRANO.</p>

<p>Creo que es mucho más peligroso para un ciclista ir por la carretera, con el resto de coches pitando e intimidando, que para un peatón el hecho de que un ciclista vaya tranquilamente por la acera.</p>

<p>Veo inútil tener que ir por la acera mirando a todos lados por si te multan.</p>

<p> </p>

<p> </p>

<p> </p>
";"07/09/2015 15";"302";"36";"266";"44";"842976294";"-2741"
"160";"Protección del reciclaje de papel y cartón";"<p>Como muchos de quienes reciclamos sabemos, está de moda que camiones no autorizados se dediquen a sacar de los contenedores de papel y cartón lo que los ciudadanos hemos separado. Lo hacemos desinteresadamente, comprendiendo que con la venta de estos recursos el ayuntamiento obtiene un benificio que, al final, es de todos. Pero cuando se sustrae, perdemos los beneficios. No sé quién se llevará el beneficio de esta venta, pero serán mafias, organizaciones ilegales, ... que casi siempre al recogerlo rompen los contenedores y dejan todo lo que se les cae por el suelo. Por el contenedor de al lado de mi casa llegan a pasar al día 2 o 3 camiones de estos. En muchos casos se ve recogiendo cartón a menores.</p>

<p>¿Cómo puede pasar esto? El primer problema que veo es que se permite. El segundo, que se puede hacer, porque no hay barreras a la extracción del cartón de un contenedor. Y el último, que las empresas que gestionan la recogida de papel y cartón no pasan con la suficiente frecuencia.</p>

<p>Mi solución es: implantar contenedores subterráneos o mejor protegidos. Establecer normativas en las que se considere al recurso reciclado por los madrileños como algo valioso, no como basura. Y por supuesto, optimizar las recogidas y hacerlas más frecuentes.</p>
";"07/09/2015 15";"94";"84";"10";"7";"863171718";"6612"
"161";"ELIMINAR LAS AUTOPISTAS URBANAS";"<p>EL PROBLEMA:</p>

<p>No existe una capital europea con autopistas como las que tenemos en pleno centro de Madrid. Generan ruido, contaminación, agresividad en la conducción y son cicatrices urbanas que actúan como fronteras entre barrios. El comercio en estas calles está seriamente degradado y las aceras no son aptas para el tránsito de los vecinos.</p>

<p>Para colmo, los principales reclamos culturales de Madrid están atrapados en estas autopistas: Museo del Prado, CaixaFórum, Museo Reina Sofía, Casa Encendida, Price, etc.</p>

<p>LA PROPUESTA.</p>

<p>Ejecutar la primera actuación en Pº del Prado, Pº de las Delicias y Rondas de Atocha y Valencia. Pacificación del tráfico y ampliación de las zonas peatonales mediante la reducción de los carriles para vehículos de motor, limitación a 30 km/h, ensanchamiento de aceras.</p>

<p>EL RESULTADO</p>

<p>Votad la propuesta y lo veremos y lo veréis ;)</p>

<p>¡ Gracias mil !</p>
";"07/09/2015 15";"156";"95";"61";"11";"855944730";"2070"
"163";"Reservar una bici con BiciMad";"<p>Me encanta el servicio de BiciMad y lo uso diariamente para ir y volver de mi trabajo. Ademas cada día, por la mañana o por la tarde, es una lucha encontrar una estación con bicis disponible. Quiero actualizar la app para que puedo reservar una bici en una estación en un tiempo concreto. Así esta garantizado que tengo un bici y ellos pueden planificar donde tienen que mover más bicis para para satisfacer la demanda. Para ser util para los viajeros diarios al trabajo eso es necesario.</p>
";"07/09/2015 15";"80";"66";"14";"3";"860608503";"4290"
"164";"Gran Vía: ¿espacio mercantil lowcost o cultural?";"<p>me gustaría pedir al nuevo equipo de gobierno del Ayto de Madrid, que impida que la Gran Vía se convierta en una vulgar calle grande llena de franquicias low cost de comida basura, para volver a impulsar el espacio cultural que antiguamente representaba la Gran Vía, el Broadway de Madrid: Teatros, Cines, Salas de Músicas, etc, etc.</p>

<p> </p>

<p>Gracias por este espacio por cierto.</p>
";"07/09/2015 15";"148";"127";"21";"6";"863840382";"9095"
"166";"Madrid, la ciudad más sucia de Europa.";"<p>Algunas calles de madrid son NOCIVAS de la suciedad y basura que tienen. Prometieron arreglarlo pero no se ve que mejore. Madrid es la CIUDAD MÁS SUCIA DE EUROPA según la prensa europea, así la dejó Ana Botella y así sigue. A ver si hacemos algo para quitarnos ese penoso título. </p>
";"07/09/2015 15";"382";"352";"30";"22";"869582497";"29671"
"167";"Cambio de multas de tráfico por servicio a la comunidad";"<p>Sugiero que se puedan sustituir las multas de tráfico por servicios a la comunidad o cursos de conducción por lo siguiente:</p>

<ul>
	<li>No todos los ciudadanos tienen el mismo poder adquisitivo por lo que es injusto que todos paguen lo mismo por las multas.</li>
	<li>Aunque el ayuntamiento recaudaría menos dinero, tendría esfuerzo humano asequible para muchas tareas que tienen un gran coste como limpieza de calles y parques, colegios, atender comedores sociales...</li>
	<li>No está probado que se mejore la conducción a través de la imposición de multas. </li>
</ul>

<p>Saludos!</p>
";"07/09/2015 15";"211";"168";"43";"14";"863225409";"9952"
"168";"Debates en las aulas de Colegios e Institutos";"<p>No se si será competencia del Ayuntamiento, pero es una preocupación generalizada. Problemas como el maltrato, la existencia de cánones cerrados (que las mujeres piensen por ejemplo, en muchos casos, que los hijos son solo suyos,..), la prostitución,... han de hablarse abiertamente en las aulas, en asambleas y seminarios impartidos por expertos. Por desgracia, la educación no puede dejarse exclusivamente en manos de las familias, porque cada familia es un mundo, con sus luces y sus sombras. Estos problemas solo se pueden cambiar desde la eduación y el diálogo. La segregación por sexos en las aulas tampoco ayuda,... pero ese es un problema más complicado de solucionar.</p>
";"07/09/2015 15";"73";"56";"17";"2";"858666806";"2991"
"169";"Prohibir el uso del aire acondicionado de los coches en vías urbanas";"<p>Razonnamiento: Supone un aumento del consumo y por lo tanto de la contaminación, que es especialmente grave en la temporada estival.</p>

<p>Todos los usuarios sufren el calor, espacialmente peatones y ciclistas, el coche sólo debería tener este privelegio en autopistas, donde la contaminación no afecta de forma tan directa a la población. Además, si los conductores están obligados de circular con la ventana abierta, se darían cuenta del ruido que provocan!</p>

<p>Finalmente conviene hacer campañas de concienciación para que se apague el motor cuando el coche está aparcado, cosa que algunos conductores no hacen cuando se echan una siesta en su coche en el verano.</p>
";"07/09/2015 15";"314";"31";"283";"58";"843309689";"-2487"
"170";"PROHIBIR A AUTOCARES Y CAMIONES GRANDES APARCAR EN LA ALMENDRA CENTRAL.";"<p>Aunque parezca mentira las ordenanzas actuales de movilidad prohiben a los autocares y camiones grandes aparcar en los barrios fuera de la M 30 pero no lo prohiben dentro de la M 30. Solo esta prohibido si la calle es estrecha.</p>

<p>Podeis figuraros lo que es que encima de que ya nos quita bastante luz la boina de contaminacion, te encuentres un trailer aparcado delante de tus ventanas quitandote toda la luz.</p>
";"07/09/2015 15";"95";"83";"12";"12";"862806333";"6203"
"171";"Civismo necesario";"<p>En mi opinión hace falta que desde el ayuntamiento se recuerde por medio de algun tipo de campaña normas basicas de convivencia que no se estan respetando. Jovenes con musica sin auricualres en el metro o por la calle, botellon indiscriminado a cualquier hora, olores inefables en las calles del centro, suciedad por todas partes y miles de latas de cerveza por el suelo. No hay baños publicos, en los bares no dejan entrar y no hay ningun respeto por los vecinos. Hay zona en las que parece que solo por pasar te van a dar una paliza, el tema de las drogas en lavapies es una verguenza, los indigentes de la plaza san ildefonso o luna estan liandola dia si y dia tambien... y por poner el mas tonoto de los ejemplos ya ni se deja salir antes de entrar en el metro, ni se ceden asientos a personas mayores (reservados o no)... me parece mas falta de educacion en general que de cualquier otra cosa, con unas multas se iban a acordar bien de que la convivencia es asunto de todos. </p>
";"07/09/2015 15";"111";"101";"10";"6";"864344918";"8280"
"172";"Príncipe Pío necesita una Biblioteca y espacios culturales";"<p>Desde Cuesta de San Vicente hasta el final de la Avenida de Valladolid, carecemos de servicios culturales: no hay Biblioteca Pública, no hay Centro Cultural ni espacios para asociaciones, cursos, conferencias, etc ni un teatro. ¿Dónde quedó el proyecto de acondicionamiento de la antigua Estación del Norte/ Paseo del Rey?</p>
";"07/09/2015 15";"56";"46";"10";"1";"859268190";"2957"
