"tag_id";"taggable_id";"taggable_type"
"5";"7972";"Proposal"
"5";"4216";"Proposal"
"5";"1522";"Proposal"
"5";"4340";"Proposal"
"5";"2134";"Proposal"
"13";"4497";"Proposal"
"13";"2107";"Proposal"
"9";"2107";"Proposal"
"16";"973";"Proposal"
"9";"1630";"Proposal"
"9";"993";"Proposal"
"9";"1647";"Proposal"
"9";"1629";"Proposal"
"305";"12950";"Proposal"
"254";"12950";"Proposal"
"1431";"12950";"Proposal"
"13";"5670";"Proposal"
"866";"12951";"Proposal"
"4712";"12951";"Proposal"
"4703";"12951";"Proposal"
"9";"4623";"Proposal"
"13";"3734";"Proposal"
"9";"1581";"Proposal"
"1117";"12964";"Proposal"
"493";"12964";"Proposal"
"1536";"12964";"Proposal"
"33";"12964";"Proposal"
"16";"903";"Proposal"
"13";"811";"Proposal"
"4713";"4706";"Debate"
"678";"4706";"Debate"
"2800";"4706";"Debate"
"2184";"12967";"Proposal"
"1132";"12967";"Proposal"
"3870";"12967";"Proposal"
"127";"12967";"Proposal"
"4714";"12967";"Proposal"
"13";"1803";"Proposal"
"4679";"12537";"Proposal"
"4715";"12969";"Proposal"
"13";"1926";"Proposal"
"5";"6980";"Proposal"
"9";"3019";"Proposal"
"13";"2101";"Proposal"
"14";"5020";"Proposal"
"13";"853";"Proposal"
"8";"4583";"Debate"
"3";"4520";"Debate"
"5";"4455";"Debate"
"8";"4429";"Debate"
"3";"4413";"Debate"
"3";"4403";"Debate"
"3";"4397";"Debate"
"13";"1575";"Proposal"
"13";"11338";"Proposal"
"8";"43";"Proposal"
"16";"3074";"Proposal"
"5";"5499";"Proposal"
"3";"5499";"Proposal"
"4716";"12976";"Proposal"
"4717";"12979";"Proposal"
"4718";"12976";"Proposal"
"3168";"12976";"Proposal"
"148";"12976";"Proposal"
"4719";"12983";"Proposal"
"16";"2360";"Proposal"
"1307";"4707";"Debate"
"193";"4707";"Debate"
"617";"4707";"Debate"
"4720";"4707";"Debate"
"4721";"4707";"Debate"
"2";"2612";"Debate"
"13";"1139";"Proposal"
"8";"7387";"Proposal"
"5";"3644";"Debate"
"3979";"12995";"Proposal"
"9";"1537";"Proposal"
"9";"153";"Proposal"
"13";"1344";"Proposal"
"5";"7624";"Proposal"
"13";"4118";"Proposal"
"5";"8035";"Proposal"
"9";"1546";"Proposal"
"5";"2540";"Proposal"
"5";"2835";"Proposal"
"5";"10357";"Proposal"
"2";"3220";"Proposal"
"2";"13008";"Proposal"
"5";"12590";"Proposal"
"14";"6981";"Proposal"
"16";"1972";"Proposal"
"13";"814";"Proposal"
"9";"6828";"Proposal"
"4722";"13014";"Proposal"
"1718";"13014";"Proposal"
"1180";"13015";"Proposal"
"252";"13015";"Proposal"
"1516";"13015";"Proposal"
"4723";"13017";"Proposal"
"4724";"13017";"Proposal"
"106";"13017";"Proposal"
"43";"13018";"Proposal"
"47";"13020";"Proposal"
"55";"13020";"Proposal"
"928";"13020";"Proposal"
"2268";"13020";"Proposal"
"106";"13020";"Proposal"
"4725";"13021";"Proposal"
"3984";"227";"Proposal"
"13";"2041";"Proposal"
"8";"1795";"Proposal"
"8";"2054";"Proposal"
"3";"5317";"Proposal"
"14";"6894";"Proposal"
"13";"1389";"Proposal"
"8";"217";"Proposal"
"13";"6743";"Proposal"
"9";"4586";"Proposal"
"1205";"13032";"Proposal"
"15";"1511";"Proposal"
"13";"1581";"Proposal"
"5";"12145";"Proposal"
"9";"3127";"Proposal"
"5";"3127";"Proposal"
"3983";"2042";"Proposal"
"3983";"184";"Proposal"
"9";"150";"Proposal"
"13";"1414";"Proposal"
"4726";"4708";"Debate"
"1542";"4708";"Debate"
"27";"4708";"Debate"
"22";"4708";"Debate"
"3";"13034";"Proposal"
"9";"6061";"Proposal"
"9";"5203";"Proposal"
"13";"2677";"Proposal"
"1019";"13035";"Proposal"
"11";"1712";"Proposal"
"173";"10677";"Proposal"
"13";"632";"Proposal"
"13";"4738";"Proposal"
"9";"5405";"Proposal"
"8";"2381";"Proposal"
"5";"2888";"Proposal"
"9";"6845";"Proposal"
"9";"1205";"Proposal"
"13";"1205";"Proposal"
"2";"688";"Debate"
"13";"756";"Proposal"
"15";"1649";"Proposal"
"13";"709";"Proposal"
"3983";"709";"Proposal"
"3977";"9546";"Proposal"
"13";"411";"Proposal"
"13";"6209";"Proposal"
"5";"12621";"Proposal"
"13";"1972";"Proposal"
"13";"969";"Proposal"
"5";"2110";"Proposal"
"2";"3246";"Proposal"
"9";"1930";"Proposal"
"5";"2282";"Proposal"
"3983";"349";"Proposal"
"3985";"2074";"Proposal"
"2";"2665";"Proposal"
"3983";"489";"Proposal"
"13";"6757";"Proposal"
"3985";"2319";"Proposal"
"9";"2137";"Proposal"
"13";"5622";"Proposal"
"13";"499";"Proposal"
"2";"2584";"Proposal"
"5";"12529";"Proposal"
"11";"1525";"Proposal"
"3985";"786";"Proposal"
"8";"2315";"Proposal"
"9";"1317";"Proposal"
"16";"1317";"Proposal"
"8";"280";"Proposal"
"16";"6109";"Proposal"
"8";"3948";"Proposal"
"8";"2033";"Proposal"
"8";"2446";"Proposal"
"8";"6797";"Proposal"
"14";"6002";"Proposal"
"8";"6654";"Proposal"
"13";"43";"Proposal"
"9";"7210";"Proposal"
"13";"7210";"Proposal"
"2";"11485";"Proposal"
"13";"393";"Proposal"
"13";"422";"Proposal"
"75";"13079";"Proposal"
"289";"13079";"Proposal"
"46";"13079";"Proposal"
"135";"13079";"Proposal"
"13";"12708";"Proposal"
"11";"1012";"Proposal"
"13";"11845";"Proposal"
"3";"7245";"Proposal"
"13";"11467";"Proposal"
"15";"1158";"Proposal"
"8";"2617";"Proposal"
"3985";"2514";"Proposal"
"5";"2514";"Proposal"
"13";"10751";"Proposal"
"75";"13025";"Proposal"
"4727";"13025";"Proposal"
"4728";"13025";"Proposal"
"4729";"13084";"Proposal"
"13";"6583";"Proposal"
"13";"1315";"Proposal"
"106";"13090";"Proposal"
"254";"13090";"Proposal"
"678";"13090";"Proposal"
"4730";"13090";"Proposal"
"2158";"13090";"Proposal"
"13";"2818";"Proposal"
"2248";"4711";"Debate"
"75";"13091";"Proposal"
"13";"753";"Proposal"
"55";"4712";"Debate"
"2052";"4712";"Debate"
"2716";"4712";"Debate"
"1184";"4712";"Debate"
"50";"4712";"Debate"
"3122";"4712";"Debate"
"5";"2033";"Proposal"
"9";"779";"Proposal"
"13";"10812";"Proposal"
"42";"13097";"Proposal"
"1507";"13097";"Proposal"
"8";"1564";"Proposal"
"13";"3231";"Proposal"
"335";"12557";"Proposal"
"336";"12557";"Proposal"
"454";"12557";"Proposal"
"1626";"12488";"Proposal"
"4154";"12488";"Proposal"
"13";"4096";"Proposal"
"1257";"13101";"Proposal"
"13";"1158";"Proposal"
"4731";"13104";"Proposal"
"16";"1974";"Proposal"
"4732";"4714";"Debate"
"4733";"4714";"Debate"
"8";"216";"Proposal"
"9";"4927";"Proposal"
"5";"1471";"Proposal"
"5";"1777";"Proposal"
"16";"1805";"Proposal"
"4734";"13109";"Proposal"
"5";"2202";"Proposal"
"11";"1045";"Proposal"
"13";"425";"Proposal"
"9";"1315";"Proposal"
"13";"1989";"Proposal"
"13";"923";"Proposal"
"3139";"3021";"Proposal"
"13";"10450";"Proposal"
"13";"4117";"Proposal"
"13";"1300";"Proposal"
"5";"2327";"Proposal"
"111";"13113";"Proposal"
"47";"13113";"Proposal"
"13";"2691";"Proposal"
"4735";"4715";"Debate"
"2";"11963";"Proposal"
"5";"12927";"Proposal"
"2";"5096";"Proposal"
"5";"3130";"Proposal"
"13";"13037";"Proposal"
"5";"1667";"Proposal"
"4737";"13117";"Proposal"
"43";"13117";"Proposal"
"1583";"13117";"Proposal"
"866";"13117";"Proposal"
"5";"12394";"Proposal"
"93";"13121";"Proposal"
"246";"13121";"Proposal"
"1042";"13121";"Proposal"
"13";"1511";"Proposal"
"4738";"13124";"Proposal"
"4739";"13124";"Proposal"
"200";"13126";"Proposal"
"1957";"13126";"Proposal"
"4740";"13126";"Proposal"
"26";"13126";"Proposal"
"4741";"13126";"Proposal"
"8";"155";"Proposal"
"13";"386";"Proposal"
"8";"2309";"Proposal"
"8";"1581";"Proposal"
"8";"3165";"Proposal"
"8";"3806";"Proposal"
"9";"781";"Proposal"
"8";"2253";"Proposal"
"8";"4798";"Proposal"
"9";"4419";"Proposal"
"8";"2128";"Proposal"
"13";"6341";"Proposal"
"5";"7078";"Proposal"
"9";"7078";"Proposal"
"16";"5810";"Proposal"
"13";"2746";"Proposal"
"14";"5349";"Proposal"
"13";"894";"Proposal"
"8";"7799";"Proposal"
"5";"10221";"Proposal"
"13";"5509";"Proposal"
"5";"11103";"Proposal"
"9";"7231";"Proposal"
"8";"6339";"Proposal"
"150";"13128";"Proposal"
"1957";"13128";"Proposal"
"4742";"13128";"Proposal"
"5";"9619";"Proposal"
"13";"1667";"Proposal"
"5";"10184";"Proposal"
"13";"391";"Proposal"
"13";"6025";"Proposal"
"13";"3130";"Proposal"
"13";"5895";"Proposal"
"5";"43";"Proposal"
"9";"5642";"Proposal"
"13";"3058";"Proposal"
"3977";"323";"Proposal"
"13";"569";"Proposal"
"13";"900";"Proposal"
"8";"2263";"Proposal"
"13";"735";"Proposal"
"13";"979";"Proposal"
"13";"2096";"Proposal"
"1216";"13131";"Proposal"
"13";"402";"Proposal"
"13";"611";"Proposal"
"4743";"4716";"Debate"
"5";"7447";"Proposal"
"5";"11177";"Proposal"
"5";"10026";"Proposal"
"8";"3753";"Proposal"
"13";"748";"Proposal"
"13";"1332";"Proposal"
"13";"844";"Proposal"
"13";"5015";"Proposal"
"13";"602";"Proposal"
"13";"790";"Proposal"
"13";"649";"Proposal"
"13";"1297";"Proposal"
"13";"1566";"Proposal"
"13";"831";"Proposal"
"13";"3179";"Proposal"
"13";"13063";"Proposal"
"3989";"3072";"Proposal"
"15";"1016";"Proposal"
"13";"662";"Proposal"
"13";"609";"Proposal"
"13";"800";"Proposal"
"9";"800";"Proposal"
"13";"887";"Proposal"
"3985";"910";"Proposal"
"13";"933";"Proposal"
"3985";"923";"Proposal"
"9";"820";"Proposal"
"13";"820";"Proposal"
"13";"1078";"Proposal"
"9";"1036";"Proposal"
"13";"959";"Proposal"
"13";"1211";"Proposal"
"9";"1306";"Proposal"
"3985";"914";"Proposal"
"13";"834";"Proposal"
"13";"970";"Proposal"
"11";"1166";"Proposal"
"9";"1028";"Proposal"
"13";"1512";"Proposal"
"13";"1253";"Proposal"
"13";"1692";"Proposal"
"2";"2263";"Proposal"
"16";"1169";"Proposal"
"13";"1454";"Proposal"
"16";"2322";"Proposal"
"2";"2577";"Proposal"
"25";"13146";"Proposal"
"4745";"13146";"Proposal"
"4746";"13147";"Proposal"
"13";"6071";"Proposal"
"5";"1468";"Proposal"
"13";"5025";"Proposal"
"13";"746";"Proposal"
"13";"786";"Proposal"
"13";"5406";"Proposal"
"212";"13153";"Proposal"
"4747";"4717";"Debate"
"8";"4050";"Proposal"
"16";"1581";"Proposal"
"13";"4372";"Proposal"
"13";"5041";"Proposal"
"9";"1256";"Proposal"
"13";"1256";"Proposal"
"2";"2817";"Proposal"
"13";"13160";"Proposal"
"15";"4119";"Proposal"
"13";"2097";"Proposal"
"65";"13165";"Proposal"
"140";"13165";"Proposal"
"9";"1246";"Proposal"
"13";"1246";"Proposal"
"3985";"2504";"Proposal"
"13";"2075";"Proposal"
"3985";"753";"Proposal"
"13";"2145";"Debate"
"25";"13170";"Proposal"
"4749";"13171";"Proposal"
"5";"13071";"Proposal"
"5";"13043";"Proposal"
"5";"12947";"Proposal"
"13";"4637";"Proposal"
"2";"2199";"Proposal"
"13";"1398";"Proposal"
"2";"4665";"Proposal"
"13";"2033";"Proposal"
"13";"6315";"Proposal"
"13";"426";"Proposal"
"8";"5508";"Proposal"
"5";"3220";"Proposal"
"13";"3080";"Proposal"
"8";"1930";"Proposal"
"16";"1306";"Proposal"
"5";"1519";"Proposal"
"13";"1273";"Proposal"
"14";"5772";"Proposal"
"13";"5772";"Proposal"
"13";"1956";"Proposal"
"13";"2020";"Proposal"
"13";"566";"Proposal"
"13";"5396";"Proposal"
"13";"6137";"Proposal"
"8";"3255";"Proposal"
"8";"264";"Proposal"
"14";"6236";"Proposal"
"13";"4671";"Proposal"
"2";"2309";"Proposal"
"5";"1680";"Proposal"
"14";"5508";"Proposal"
"13";"2753";"Proposal"
"5";"1988";"Proposal"
"16";"1000";"Proposal"
"5";"1785";"Proposal"
"5";"1469";"Proposal"
"2";"2771";"Proposal"
"5";"1863";"Proposal"
"5";"2043";"Proposal"
"2";"3806";"Proposal"
"2";"2253";"Proposal"
"5";"2253";"Proposal"
"2";"2246";"Proposal"
"16";"2246";"Proposal"
"3977";"370";"Proposal"
"13";"13176";"Proposal"
"5";"4387";"Proposal"
"5";"1848";"Proposal"
"3989";"4455";"Debate"
"13";"13175";"Proposal"
"3989";"3352";"Debate"
"4750";"13179";"Proposal"
"4751";"4720";"Debate"
"5";"13136";"Proposal"
"13";"13124";"Proposal"
"13";"879";"Proposal"
"11";"1004";"Proposal"
"5";"1426";"Proposal"
"9";"4615";"Proposal"
"106";"13182";"Proposal"
"11";"5513";"Proposal"
"25";"13191";"Proposal"
"9";"1634";"Proposal"
"5";"1634";"Proposal"
"13";"4120";"Proposal"
"2";"4559";"Proposal"
"9";"7242";"Proposal"
"5";"10974";"Proposal"
"5";"3898";"Proposal"
"8";"6441";"Proposal"
"5";"2912";"Proposal"
"5";"13193";"Proposal"
"13";"570";"Proposal"
"2";"2037";"Proposal"
"5";"6563";"Proposal"
"25";"13196";"Proposal"
"200";"13114";"Proposal"
"20";"13114";"Proposal"
"84";"13114";"Proposal"
"4043";"13114";"Proposal"
"26";"13114";"Proposal"
"8";"4625";"Proposal"
"5";"2054";"Proposal"
"5";"2400";"Proposal"
"2";"6588";"Proposal"
"5";"12560";"Proposal"
"2";"5015";"Proposal"
"5";"2672";"Proposal"
"5";"1558";"Proposal"
"13";"2047";"Proposal"
"5";"2842";"Proposal"
"4753";"13211";"Proposal"
"13";"5787";"Proposal"
"5";"5787";"Proposal"
"13";"1325";"Proposal"
"2";"2331";"Proposal"
"4754";"4722";"Debate"
"342";"4722";"Debate"
"335";"4722";"Debate"
"2";"4809";"Proposal"
"8";"2056";"Proposal"
"14";"5825";"Proposal"
"64";"13212";"Proposal"
"117";"13212";"Proposal"
"13";"567";"Proposal"
"14";"4513";"Proposal"
"5";"5844";"Proposal"
"8";"2813";"Proposal"
"4755";"4723";"Debate"
"8";"251";"Proposal"
"13";"6593";"Proposal"
"14";"5687";"Proposal"
"5";"7152";"Proposal"
"13";"6295";"Proposal"
"8";"2597";"Proposal"
"13";"4545";"Proposal"
"2";"2033";"Proposal"
"2";"5508";"Proposal"
"5";"1930";"Proposal"
"8";"3421";"Proposal"
"5";"3246";"Proposal"
"2";"2735";"Proposal"
"2";"4599";"Proposal"
"11";"1581";"Proposal"
"5";"1581";"Proposal"
"16";"2305";"Proposal"
"14";"4338";"Proposal"
"13";"4653";"Proposal"
"5";"3101";"Proposal"
"5";"5460";"Proposal"
"16";"1671";"Proposal"
"3984";"737";"Proposal"
"14";"4484";"Proposal"
"2";"7704";"Proposal"
"2";"2271";"Proposal"
"9";"1502";"Proposal"
"13";"1502";"Proposal"
"12";"1502";"Proposal"
"16";"1240";"Proposal"
"13";"1240";"Proposal"
"2";"2341";"Proposal"
"13";"1302";"Proposal"
"9";"2264";"Proposal"
"5";"5214";"Proposal"
"375";"13248";"Proposal"
"1799";"13248";"Proposal"
"4214";"13248";"Proposal"
"375";"13249";"Proposal"
"1799";"13249";"Proposal"
"4214";"13249";"Proposal"
"47";"13249";"Proposal"
"4756";"13249";"Proposal"
"4594";"13249";"Proposal"
"2117";"13249";"Proposal"
"2795";"13249";"Proposal"
"687";"13249";"Proposal"
"3098";"13249";"Proposal"
"31";"13249";"Proposal"
"37";"13249";"Proposal"
"20";"13249";"Proposal"
"22";"13249";"Proposal"
"27";"13249";"Proposal"
"17";"13249";"Proposal"
"28";"13249";"Proposal"
"25";"13249";"Proposal"
"32";"13249";"Proposal"
"33";"13249";"Proposal"
"35";"13249";"Proposal"
"26";"13249";"Proposal"
"83";"13249";"Proposal"
"29";"13249";"Proposal"
"19";"13249";"Proposal"
"23";"13249";"Proposal"
"18";"13249";"Proposal"
"304";"13249";"Proposal"
"24";"13249";"Proposal"
"262";"13249";"Proposal"
"2006";"13249";"Proposal"
"137";"13249";"Proposal"
"21";"13249";"Proposal"
"4679";"13249";"Proposal"
"8";"1737";"Proposal"
"8";"1545";"Proposal"
"8";"1854";"Proposal"
"8";"3842";"Proposal"
"5";"8872";"Proposal"
"2712";"13250";"Proposal"
"31";"13250";"Proposal"
"37";"13250";"Proposal"
"20";"13250";"Proposal"
"22";"13250";"Proposal"
"27";"13250";"Proposal"
"17";"13250";"Proposal"
"28";"13250";"Proposal"
"25";"13250";"Proposal"
"32";"13250";"Proposal"
"33";"13250";"Proposal"
"35";"13250";"Proposal"
"26";"13250";"Proposal"
"83";"13250";"Proposal"
"29";"13250";"Proposal"
"19";"13250";"Proposal"
"23";"13250";"Proposal"
"18";"13250";"Proposal"
"304";"13250";"Proposal"
"24";"13250";"Proposal"
"262";"13250";"Proposal"
"2006";"13250";"Proposal"
"137";"13250";"Proposal"
"21";"13250";"Proposal"
"1156";"13250";"Proposal"
"4757";"13250";"Proposal"
"55";"13251";"Proposal"
"1626";"13251";"Proposal"
"4158";"13251";"Proposal"
"31";"13251";"Proposal"
"37";"13251";"Proposal"
"20";"13251";"Proposal"
"22";"13251";"Proposal"
"27";"13251";"Proposal"
"17";"13251";"Proposal"
"28";"13251";"Proposal"
"25";"13251";"Proposal"
"32";"13251";"Proposal"
"33";"13251";"Proposal"
"35";"13251";"Proposal"
"26";"13251";"Proposal"
"83";"13251";"Proposal"
"29";"13251";"Proposal"
"19";"13251";"Proposal"
"23";"13251";"Proposal"
"18";"13251";"Proposal"
"304";"13251";"Proposal"
"24";"13251";"Proposal"
"262";"13251";"Proposal"
"2006";"13251";"Proposal"
"137";"13251";"Proposal"
"21";"13251";"Proposal"
"4154";"13251";"Proposal"
"66";"13251";"Proposal"
"112";"13252";"Proposal"
"2530";"13252";"Proposal"
"31";"13252";"Proposal"
"37";"13252";"Proposal"
"20";"13252";"Proposal"
"22";"13252";"Proposal"
"27";"13252";"Proposal"
"17";"13252";"Proposal"
"28";"13252";"Proposal"
"25";"13252";"Proposal"
"32";"13252";"Proposal"
"33";"13252";"Proposal"
"35";"13252";"Proposal"
"26";"13252";"Proposal"
"83";"13252";"Proposal"
"29";"13252";"Proposal"
"19";"13252";"Proposal"
"23";"13252";"Proposal"
"18";"13252";"Proposal"
"304";"13252";"Proposal"
"24";"13252";"Proposal"
"262";"13252";"Proposal"
"2006";"13252";"Proposal"
"137";"13252";"Proposal"
"21";"13252";"Proposal"
"926";"13253";"Proposal"
"31";"13253";"Proposal"
"37";"13253";"Proposal"
"20";"13253";"Proposal"
"22";"13253";"Proposal"
"27";"13253";"Proposal"
"17";"13253";"Proposal"
"28";"13253";"Proposal"
"25";"13253";"Proposal"
"32";"13253";"Proposal"
"33";"13253";"Proposal"
"35";"13253";"Proposal"
"26";"13253";"Proposal"
"83";"13253";"Proposal"
"29";"13253";"Proposal"
"19";"13253";"Proposal"
"23";"13253";"Proposal"
"18";"13253";"Proposal"
"304";"13253";"Proposal"
"24";"13253";"Proposal"
"262";"13253";"Proposal"
"2006";"13253";"Proposal"
"137";"13253";"Proposal"
"21";"13253";"Proposal"
"4758";"13254";"Proposal"
"13";"10483";"Proposal"
"3";"7547";"Proposal"
"3985";"779";"Proposal"
"3985";"746";"Proposal"
"3985";"2054";"Proposal"
"9";"2018";"Proposal"
"2";"13258";"Proposal"
"4447";"13259";"Proposal"
"4759";"13259";"Proposal"
"4760";"13259";"Proposal"
"4761";"13259";"Proposal"
"31";"13259";"Proposal"
"37";"13259";"Proposal"
"20";"13259";"Proposal"
"22";"13259";"Proposal"
"27";"13259";"Proposal"
"17";"13259";"Proposal"
"28";"13259";"Proposal"
"25";"13259";"Proposal"
"32";"13259";"Proposal"
"33";"13259";"Proposal"
"35";"13259";"Proposal"
"26";"13259";"Proposal"
"83";"13259";"Proposal"
"29";"13259";"Proposal"
"19";"13259";"Proposal"
"23";"13259";"Proposal"
"18";"13259";"Proposal"
"304";"13259";"Proposal"
"24";"13259";"Proposal"
"262";"13259";"Proposal"
"2006";"13259";"Proposal"
"137";"13259";"Proposal"
"21";"13259";"Proposal"
"1188";"13259";"Proposal"
"332";"13259";"Proposal"
"116";"13260";"Proposal"
"21";"13260";"Proposal"
"3132";"13260";"Proposal"
"4762";"13260";"Proposal"
"3985";"1038";"Proposal"
"5";"2064";"Proposal"
"13";"438";"Proposal"
"3985";"2286";"Proposal"
"13";"4806";"Proposal"
"13";"2717";"Proposal"
"5";"7629";"Proposal"
"9";"5986";"Proposal"
"2";"4181";"Proposal"
"16";"3361";"Proposal"
"13";"4632";"Proposal"
"13";"4633";"Proposal"
"9";"4264";"Proposal"
"3985";"782";"Proposal"
"16";"1185";"Proposal"
"5";"1525";"Proposal"
"13";"1683";"Proposal"
"5";"7736";"Proposal"
"5";"1389";"Proposal"
"13";"675";"Proposal"
"13";"563";"Proposal"
"2";"6948";"Proposal"
"5";"1795";"Proposal"
"5";"9504";"Proposal"
"13";"6589";"Proposal"
"8";"6719";"Proposal"
"42";"13291";"Proposal"
"132";"13291";"Proposal"
"8";"2922";"Proposal"
"9";"4481";"Proposal"
"3985";"1086";"Proposal"
"2";"5599";"Proposal"
"31";"13300";"Proposal"
"37";"13300";"Proposal"
"20";"13300";"Proposal"
"22";"13300";"Proposal"
"27";"13300";"Proposal"
"17";"13300";"Proposal"
"28";"13300";"Proposal"
"25";"13300";"Proposal"
"32";"13300";"Proposal"
"33";"13300";"Proposal"
"35";"13300";"Proposal"
"26";"13300";"Proposal"
"83";"13300";"Proposal"
"29";"13300";"Proposal"
"19";"13300";"Proposal"
"23";"13300";"Proposal"
"18";"13300";"Proposal"
"304";"13300";"Proposal"
"24";"13300";"Proposal"
"262";"13300";"Proposal"
"2006";"13300";"Proposal"
"137";"13300";"Proposal"
"21";"13300";"Proposal"
"4763";"13300";"Proposal"
"4764";"13300";"Proposal"
"926";"13300";"Proposal"
"61";"13300";"Proposal"
"1867";"13300";"Proposal"
"4765";"13300";"Proposal"
"2052";"13300";"Proposal"
"2955";"13301";"Proposal"
"1746";"13301";"Proposal"
"4766";"13301";"Proposal"
"31";"13301";"Proposal"
"37";"13301";"Proposal"
"20";"13301";"Proposal"
"22";"13301";"Proposal"
"27";"13301";"Proposal"
"17";"13301";"Proposal"
"28";"13301";"Proposal"
"25";"13301";"Proposal"
"32";"13301";"Proposal"
"33";"13301";"Proposal"
"35";"13301";"Proposal"
"26";"13301";"Proposal"
"83";"13301";"Proposal"
"29";"13301";"Proposal"
"19";"13301";"Proposal"
"23";"13301";"Proposal"
"18";"13301";"Proposal"
"304";"13301";"Proposal"
"24";"13301";"Proposal"
"262";"13301";"Proposal"
"2006";"13301";"Proposal"
"137";"13301";"Proposal"
"21";"13301";"Proposal"
"2";"2579";"Proposal"
"13";"13302";"Proposal"
"13";"13303";"Proposal"
"16";"1421";"Proposal"
"3985";"1207";"Proposal"
"5";"2022";"Proposal"
"5";"2525";"Proposal"
"3985";"2778";"Proposal"
"5";"11279";"Proposal"
"9";"1886";"Proposal"
"13";"1829";"Proposal"
"5";"9927";"Proposal"
"13";"1870";"Proposal"
"9";"628";"Proposal"
"13";"4975";"Proposal"
"3985";"1100";"Proposal"
"13";"3681";"Proposal"
"16";"1323";"Proposal"
"13";"4843";"Proposal"
"2";"2454";"Proposal"
"8";"2973";"Proposal"
"13";"2973";"Proposal"
"8";"2026";"Proposal"
"5";"3095";"Proposal"
"13";"1576";"Proposal"
"11";"1534";"Proposal"
"5";"1534";"Proposal"
"209";"4726";"Debate"
"4767";"4726";"Debate"
"4768";"4726";"Debate"
"3904";"4726";"Debate"
"4769";"4726";"Debate"
"47";"4726";"Debate"
"13";"1695";"Proposal"
"13";"3912";"Proposal"
"13";"555";"Proposal"
"1187";"13334";"Proposal"
"3985";"5452";"Proposal"
"13";"2999";"Proposal"
"5";"5902";"Proposal"
"13";"5902";"Proposal"
"5";"3924";"Proposal"
"8";"6820";"Proposal"
"8";"4118";"Proposal"
"5";"1567";"Proposal"
"3985";"959";"Proposal"
"9";"4718";"Proposal"
"9";"1511";"Proposal"
"5";"10018";"Proposal"
"13";"5428";"Proposal"
"13";"5911";"Proposal"
"5";"2504";"Proposal"
"13";"3039";"Proposal"
"3985";"3039";"Proposal"
"9";"5838";"Proposal"
"5";"4349";"Proposal"
"3985";"799";"Proposal"
"9";"814";"Proposal"
"4770";"13342";"Proposal"
"16";"1038";"Proposal"
"13";"1960";"Proposal"
"13";"13359";"Proposal"
"13";"1299";"Proposal"
"8";"1926";"Proposal"
"16";"1926";"Proposal"
"3977";"319";"Proposal"
"16";"1244";"Proposal"
"9";"1244";"Proposal"
"5";"10649";"Proposal"
"5";"12604";"Proposal"
"5";"6941";"Proposal"
"4773";"13381";"Proposal"
"3985";"2947";"Proposal"
"13";"601";"Proposal"
"3985";"904";"Proposal"
"13";"717";"Proposal"
"3985";"3761";"Proposal"
"13";"5122";"Proposal"
"13";"5717";"Proposal"
"9";"6859";"Proposal"
"13";"6068";"Proposal"
"13";"1432";"Proposal"
"139";"4732";"Debate"
"4774";"4732";"Debate"
"4775";"4732";"Debate"
"308";"4732";"Debate"
"13";"3666";"Proposal"
"508";"4733";"Debate"
"633";"4733";"Debate"
"1205";"4733";"Debate"
"2803";"4733";"Debate"
"9";"6842";"Proposal"
"13";"5306";"Proposal"
"3985";"2658";"Proposal"
"5";"4270";"Proposal"
"13";"2094";"Proposal"
"4776";"13405";"Proposal"
"2014";"13405";"Proposal"
"55";"13405";"Proposal"
"2";"11770";"Proposal"
"8";"283";"Proposal"
"1543";"13406";"Proposal"
"64";"13406";"Proposal"
"4777";"13406";"Proposal"
"309";"13406";"Proposal"
"173";"8274";"Proposal"
"5";"4594";"Proposal"
"8";"2466";"Proposal"
"173";"11240";"Proposal"
"3985";"1080";"Proposal"
"13";"2081";"Proposal"
"5";"2364";"Proposal"
"3985";"2309";"Proposal"
"5";"1731";"Proposal"
"4778";"13409";"Proposal"
"2";"2128";"Proposal"
"5";"2128";"Proposal"
"9";"5380";"Proposal"
"3989";"3511";"Proposal"
"3989";"10928";"Proposal"
"5";"6561";"Proposal"
"3985";"2483";"Proposal"
"5";"2044";"Proposal"
"10";"5902";"Proposal"
"13";"6331";"Proposal"
"11";"1178";"Proposal"
"93";"13413";"Proposal"
"4779";"13413";"Proposal"
"42";"13417";"Proposal"
"2";"2112";"Proposal"
"9";"799";"Proposal"
"13";"480";"Proposal"
"291";"13427";"Proposal"
"2";"5893";"Proposal"
"2";"2165";"Proposal"
"150";"13434";"Proposal"
"4269";"4734";"Debate"
"9";"4132";"Proposal"
"4780";"13437";"Proposal"
"2886";"13440";"Proposal"
"2236";"13442";"Proposal"
"47";"13445";"Proposal"
"3098";"13445";"Proposal"
"1218";"13445";"Proposal"
"4781";"13445";"Proposal"
"792";"13446";"Proposal"
"9";"979";"Proposal"
"9";"748";"Proposal"
"9";"2033";"Proposal"
"16";"2201";"Proposal"
"1385";"4735";"Debate"
"93";"4735";"Debate"
"3412";"4735";"Debate"
"335";"4735";"Debate"
"16";"2263";"Proposal"
"5";"4062";"Debate"
"13";"3186";"Proposal"
"9";"1827";"Proposal"
"16";"2018";"Proposal"
"13";"7195";"Proposal"
"13";"4945";"Proposal"
"13";"3129";"Proposal"
"137";"13458";"Proposal"
"1317";"13458";"Proposal"
