"title";"body";"proposal_id";"created_at"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1883";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1883
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"12544";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1877";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1877
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"15106";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1853";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1853
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"13074";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1849";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1849
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"13118";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1847";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1847
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"12485";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1843";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1843
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"13569";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1838";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1838
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"13102";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1836";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1836
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"14774";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1834";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1834
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"13294";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1830";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1830
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"12341";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1828";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1828
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"13449";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1775";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1775
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"15153";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1771";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1771
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"12574";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1769";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1769
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"13542";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1768";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1768
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"15101";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1767";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1767
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"15140";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1765";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1765
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"14491";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1762";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1762
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"12116";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1690";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1690
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"13684";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1689";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1689
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"11643";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1688";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1688
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"11642";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1687";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1687
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"14470";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1685";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1685
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"12426";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1684";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1684
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"11376";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1683";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1683
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"16938";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1682";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1682
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"13641";"12/03/2017 17"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1681";"Buenos días vecinos/as:
Como cada año por éstas fechas, he creado la correspondiente Propuestas de Presupuesto Participativo equiparable a todas aquellas propuestas ordinarias que también son propuestas de gastos/inversiones.
Por ello, les animo a que participen en los Presupuestos Participativos de este año, y si lo consideran oportuno también apoyen dicha propuesta.
https://decide.madrid.es/presupuestos/presupuestos-participativos-2017/proyecto/1681
Como ya sabrán, es más probable que una propuesta salga adelante por la parte de Presupuestos Participativos (siempre que dicha propuesta sea una propuesta de gasto/inversión), que por la parte de Propuestas Ordinarias, donde necesitaría primero llegar a conseguir la disparatada cantidad de 27.000 apoyos (incluso, disparate mayúsculo, para las propuestas de Distrito) para poder pasar a la fase de votación.
Aprovecho la ocasión para recordarles una de las propuestas más importantes (sino la que más) y urgentes:
Reducir a 2.500 apoyos el límite para las propuestas de Distrito. (211 apoyos)
	https://decide.madrid.es/proposals/11996
Gracias por su tiempo.";"15151";"12/03/2017 17"
